,DefaultedAdvances,AdvanceAmount,CurrentBalance,LatefeesTotalCount,CreditAccounts,LastRepaymentAmount,OverdraftCount,OverdraftTotal,AverageMonthlySpend,BalanceAverage,BalanceMin,TotalAssets,AverageNumberOfTransactionsADay,TotalCash,LatefeesCount,Paycheck,TotalHistoryInDays,AverageMonthlyIncome,AverageMonthlyDiscretionarySpend,CheckingAccountCount,CreditAccountCount,SavingsAccountCount,OutstandingCreditDebtWherePayingInterest,AverageNumberOfTransactionsADayPrimaryChecking,NegativeBalanceCount,NumberOfMatches,ErrorRate,IsNameBased,BalanceAbove100L30Count,AveragePotentialMonthlyIncome,HasEmpowerBanking,bal_vol_index,dep_wd_ratio,od_per_30d,CurrentBalance_missing,PaycheckModelUsed_missing,NumberOfMatches_missing,ErrorRate_missing,IsNameBased_missing,bal_vol_index_missing,PaycheckModel_BruteForce,PaycheckModel_DeepSearch,PaycheckModel_Tagging,PaycheckModel_VariableIncomeInMonth
659,0,50,0.0,0,0,0.0,0,0,-5217.711869,131.96,-6.58,5.14,4.910714286,5.14,0,2763.121111,617.830125,4642.752816,-892.32,1,0,0,0.0,4.910714286,0,5.0,0.0,1.0,12,5437.426667,0,-0.0498635950287966,-1.1238401172292778,0.0,1,0,0,0,0,0,1,0,0,0
660,0,50,41.53,0,0,0.0,0,0,-6685.842623,1262.71,3.01,41.53,3.880952381,41.53,0,2249.541667,127.9252525,2759.083469,-3028.616667,1,0,0,0.0,3.880952381,0,5.0,0.0,1.0,20,7767.19,0,0.002383761908910201,-2.423211438914246,0.0,0,0,0,0,0,0,1,0,0,0
661,0,50,406.14,0,0,0.0,12,78,-1562.835147,73.1,-351.28,358.13,1.674174174,358.13,0,2236.043333,667.5602084,1344.461096,-491.3566667,1,0,0,0.0,1.674174174,16,3.0,0.0,0.0,15,2778.97,1,-4.80547195622435,-1.1624249683755818,0.5392771999739822,0,0,0,0,0,0,1,0,0,0
662,0,50,6.55,0,0,0.0,1,17,-2411.445129,663.77,-97.25,6.55,1.681318681,6.55,0,2137.37,456.5498009,2309.992486,-465.99,1,0,0,0.0,1.681318681,6,5.0,0.0,1.0,0,1822.59,1,-0.1465115928710246,-1.0439190359340416,0.06571024659491863,0,0,0,0,0,0,1,0,0,0
663,0,50,507.34,0,0,0.0,0,0,-1299.588793,134.68,-9.84,532.34,2.0,532.34,0,1986.466667,61.55513771,1593.637429,-356.64,1,0,1,0.0,1.983050847,4,3.0,0.0,0.0,0,496.6166667,1,-0.07306207306207306,-0.8154858623115332,0.0,0,0,0,0,0,0,1,0,0,0
664,0,50,82.52,0,0,0.0,0,6,-3400.169023,1421.56,1.34,82.52,3.657487091,82.52,0,1137.5,226.9747152,2210.867959,-3189.193333,2,0,0,0.0,6.333333333,0,5.0,0.0,1.0,27,10823.88,0,0.000942626410422353,-1.5379340087491855,0.0,0,0,0,0,0,0,1,0,0,0
665,0,50,0.09,0,0,0.0,1,29,-14759.4202,224.26,-70.27,0.09,7.22272216,0.09,0,5885.338333,890.9983671,15017.1407,-784.8333333,1,0,2,0.0,7.164229471,6,5.0,0.0,1.0,11,0.0,1,-0.31334165700526173,-0.9828382443003947,0.033670095375868396,0,0,0,0,0,0,1,0,0,0
666,0,50,0.12,0,0,0.0,1,1,-5414.870595,1554.05,-41.69,0.12,2.828571429,0.12,0,2847.975,141.5745802,4641.404011,-2580.573333,1,0,0,0.0,2.828571429,2,5.0,0.0,1.0,12,4249.406667,1,-0.026826678678292203,-1.166644959621465,0.2119024471597903,0,0,0,0,0,0,1,0,0,0
667,0,50,-12.5,0,0,0.0,0,1,-2146.296722,118.3,-476.05,24.85,3.643153527,24.85,0,1293.817778,242.93887,1791.759481,-1445.443333,1,0,0,0.0,3.643153527,12,3.0,0.0,0.0,15,3045.2,0,-4.024091293322063,-1.1978710004102386,0.0,0,0,0,0,0,0,1,0,0,0
668,0,50,501.78,9,7,483.23,0,67,-5565.59364,1193.51,160.9,595.88,3.957131723,595.88,0,1478.284167,2498.483781,4147.022697,-989.1166667,5,7,1,8029.09,2.510416667,1,0.0,0.0,0.0,25,4189.076667,0,0.1348124439677925,-1.3420697321059296,0.0,0,0,1,1,1,0,0,1,0,0
669,0,50,69.3,0,0,0.0,2,4,-4126.121944,362.62,-71.91,1.06,3.792592593,1.06,0,1368.583333,541.8433872,3592.265156,-501.2933333,1,0,0,0.0,3.792592593,2,3.0,0.0,0.0,0,1368.583333,1,-0.1983067674149247,-1.148612857018175,0.11073310372957153,0,0,0,0,0,0,1,0,0,0
670,0,50,0.0,0,0,0.0,0,0,-3570.518103,-2805.1,-4620.02,184.65,3.027956989,184.65,0,3797.2,467.4125053,3135.976337,-1216.47,1,0,1,0.0,2.782795699,24,3.0,0.0,0.0,0,1872.586667,1,1.647007236818652,-1.1385666597266801,0.0,0,0,0,0,0,0,1,0,0,0
671,0,50,0.0,0,0,0.0,1,5,-4165.397293,284.96,-26.29,-26.29,5.61928934,-26.29,0,3123.7375,200.5707859,4029.994175,-706.72,1,0,0,0.0,5.61928934,2,7.0,0.0,0.0,14,4017.08,1,-0.09225856260527794,-1.033598837149684,0.1495731288352099,1,0,0,0,0,0,1,0,0,0
672,0,50,-28.88,0,0,0.0,0,0,-3125.641804,568.07,-28.88,-28.88,3.655332303,-28.88,0,2223.193333,648.9321665,2707.510189,-2206.516667,1,0,1,0.0,3.548686244,7,3.0,0.0,0.0,9,4446.56,1,-0.05083880507683911,-1.1544339950035178,0.0,0,0,0,0,0,0,1,0,0,0
673,0,50,108.86,0,0,0.0,3,5,-9831.051274,824.03,92.96,108.86,4.009602195,108.86,0,4131.266667,387.5745815,8635.671247,-3602.84,2,0,0,0.0,6.207253886,0,7.0,0.0,0.0,29,6828.843333,0,0.1128114267684429,-1.1384235217864818,0.23221337078319207,0,0,0,0,0,0,1,0,0,0
674,0,50,496.19,0,0,0.0,0,0,-2826.316667,188.23,-28.41,496.19,4.161064426,496.19,0,1918.160833,714.9991521,2899.930898,-669.9866667,1,0,0,0.0,4.161064426,1,7.0,0.0,0.0,10,0.0,1,-0.1509323699729055,-0.9746151775372407,0.0,0,0,0,0,0,0,1,0,0,0
675,0,50,11.75,0,0,0.0,0,0,-1870.50842,373.33,-40.38,11.75,1.245733788,11.75,0,2314.0,293.934846,1182.822156,-457.14,1,0,0,0.0,1.245733788,2,5.0,0.0,0.0,25,3106.366667,0,-0.10816168001500015,-1.581394472965892,0.0,0,0,0,0,0,0,1,0,0,0
676,0,50,13.43,0,0,0.0,0,0,-3261.37137,34.75,-49.51,13.43,2.336633663,13.43,0,2596.0,102.837345,3391.875042,-1360.51,1,0,1,0.0,2.287128713,11,3.0,1.0,0.0,0,244.05,1,-1.4247482014388488,-0.9615246226986447,0.0,0,0,0,0,0,0,1,0,0,0
677,0,50,1.56,0,0,0.0,0,0,-760.3625,53.94,-2.95,1.56,1.381578947,1.56,0,693.9183333,80.60801277,731.0285636,-118.59,1,0,0,0.0,1.381578947,1,4.0,1.0,1.0,6,608.8566667,1,-0.054690396737115315,-1.0401269360194942,0.0,0,0,0,0,0,0,1,0,0,0
678,0,50,84.03,0,0,0.0,0,0,-2957.353741,379.0,17.45,84.03,2.573033708,84.03,0,1459.206667,90.5766387,2269.695084,-559.6966667,1,0,0,0.0,2.573033708,0,3.0,0.0,0.0,24,2857.406667,1,0.046042216358839046,-1.3029740258273388,0.0,0,0,0,0,0,0,1,0,0,0
679,0,50,6.11,0,0,0.0,1,1,-5837.580492,548.78,-241.93,6.11,3.352272727,6.11,0,3530.74,89.5792664,5911.153012,-1498.323333,1,0,1,0.0,3.170454545,23,11.0,0.0,0.0,0,4295.163333,0,-0.44085061408943477,-0.9875536092788255,0.33489892478065664,0,0,0,0,0,0,1,0,0,0
680,0,50,26.29,0,0,0.0,1,4,-3369.705808,994.52,-122.48,26.29,2.712149533,26.29,0,1660.706667,536.5774612,2409.951802,-777.1166667,1,0,0,0.0,2.712149533,3,3.0,0.0,0.0,22,3446.643333,0,-0.12315488879057235,-1.3982461413558178,0.05590991454040597,0,0,0,0,0,0,1,0,0,0
681,0,50,0.0,0,0,0.0,11,33,-2807.219887,151.29,-407.97,94.04,2.195652174,94.04,0,2365.104444,601.6172671,2889.366071,-497.82,1,0,0,0.0,2.195652174,22,5.0,0.0,1.0,7,2718.53,0,-2.696609161213564,-0.9715694785702356,0.5485214903998888,1,0,0,0,0,0,1,0,0,0
682,0,50,157.24,0,0,0.0,0,0,-5103.327231,771.17,-234.39,157.24,3.991150442,157.24,0,3594.94,340.8409066,4648.345882,-2978.33,1,0,1,0.0,3.90560472,1,3.0,1.0,0.0,0,1797.383333,1,-0.30394076533060155,-1.0978802697884091,0.0,0,0,0,0,0,0,1,0,0,0
683,0,50,25.31,0,0,0.0,0,6,-2176.613315,254.16,-59.86,5.31,3.014678899,5.31,0,1846.0,546.9629323,1906.220879,-675.62,1,0,0,0.0,3.014678899,3,3.0,0.0,0.0,11,2739.633333,1,-0.2355209316965691,-1.141847379272148,0.0,0,0,0,0,0,0,1,0,0,0
684,0,50,669.11,0,0,0.0,1,6,-3434.960032,306.19,-223.41,669.11,3.704166667,669.11,0,1773.553889,721.5075851,3188.153501,-653.4233333,1,0,0,0.0,3.704166667,1,6.0,0.0,0.0,13,0.0,0,-0.7296449916718377,-1.0774136285855078,0.041579604455360006,0,0,0,0,0,0,1,0,0,0
685,0,50,13.31,0,0,0.0,3,18,-1151.564107,67.62,-105.73,103.96,0.708791209,103.96,0,1899.495,547.7631096,1214.245748,-188.1733333,1,0,0,0.0,0.708791209,2,3.0,0.0,0.0,15,937.46,1,-1.5635906536527655,-0.9483781260068286,0.16430460252374762,0,0,0,0,0,0,1,0,0,0
686,0,50,152.33,0,0,0.0,0,0,-7136.218417,1035.92,0.0,152.33,3.45,152.33,0,2400.0,103.6204692,7661.140463,-447.8933333,1,0,1,0.0,3.45,0,5.0,0.0,0.0,29,7368.396667,0,0.0,-0.9314825190146107,0.0,0,0,0,0,0,0,1,0,0,0
687,0,50,159.54,0,0,0.0,4,21,-3100.896135,337.03,-40.86,738.26,5.348235294,738.26,0,2055.77,853.4474324,1629.351236,-777.6066667,2,0,1,0.0,3.709069494,3,5.0,0.0,1.0,0,980.0366667,1,-0.12123549832359137,-1.9031477476965561,0.1406061995670256,0,0,0,0,0,0,1,0,0,0
688,0,50,-3.77,0,0,0.0,0,0,-1932.252327,184.27,-18.89,-3.77,4.265822785,-3.77,0,1451.291111,79.98490201,1950.73934,-483.5633333,1,0,1,0.0,3.253164557,7,5.0,0.0,1.0,13,1656.02,1,-0.10251261735496825,-0.9905230736772858,0.0,0,0,0,0,0,0,1,0,0,0
689,0,50,432.91,0,0,0.0,0,5,-6965.513831,402.0,1.42,432.91,2.006877579,432.91,0,6073.303889,728.5940185,7270.531718,-127.6466667,1,0,0,0.0,2.006877579,0,5.0,0.0,1.0,27,6968.536667,0,0.003532338308457711,-0.958047375511085,0.0,0,0,0,0,0,0,1,0,0,0
690,0,50,0.0,0,0,0.0,1,8,-8365.126488,1586.58,-335.72,1.72,7.511387164,1.72,0,1640.12,484.5739908,7404.620799,-3813.326667,1,0,0,0.0,7.511387164,0,5.0,0.0,1.0,0,1438.533333,0,-0.21159979326601877,-1.1297170665552132,0.06191005000180048,1,0,0,0,0,0,1,0,0,0
691,0,50,13.34,0,0,0.0,0,0,-2541.352136,227.04,-74.37,13.34,2.932773109,13.34,0,1024.0,358.8678742,2579.414501,-429.9766667,1,0,0,0.0,2.932773109,6,3.0,0.0,0.0,0,512.0,0,-0.3275634249471459,-0.9852437966115007,0.0,0,0,0,0,0,0,1,0,0,0
692,0,50,817.3,0,0,0.0,0,52,-9079.547361,1571.81,103.13,502.76,7.216836735,502.76,0,3157.382222,548.9096773,8217.641179,-2956.713333,1,0,0,0.0,7.216836735,0,5.0,0.0,0.0,29,10687.41333,0,0.06561225593424141,-1.1048848645524438,0.0,0,0,0,0,0,0,1,0,0,0
693,0,50,0.0,0,0,0.0,0,0,-962.1260271,112.14,-44.73,-44.73,1.791495199,-44.73,0,2761.936667,730.1821479,457.3976541,-164.2433333,1,0,1,0.0,1.580246914,11,5.0,0.0,0.0,13,2319.6,1,-0.398876404494382,-2.1034782720806264,0.0,1,0,0,0,0,0,1,0,0,0
694,0,50,-14.4,0,0,0.0,6,42,-3028.470383,137.05,-290.58,-2.41,3.128668172,-2.41,0,1942.806667,888.5662435,2394.465301,-1421.76,1,0,1,0.0,3.093785311,9,6.0,0.0,0.0,9,0.0,0,-2.1202480846406417,-1.2647793984465845,0.20257352934204728,0,0,0,0,0,0,1,0,0,0
695,0,50,0.91,0,0,0.0,1,1,-3900.464719,408.65,-54.36,0.91,4.244565217,0.91,0,2019.94,185.6083279,4230.012037,-575.3333333,1,0,0,0.0,4.244565217,12,5.0,1.0,1.0,21,5706.65,0,-0.13302336963171418,-0.9220930543181808,0.16163067864154818,0,0,0,0,0,0,1,0,0,0
696,0,50,95.9,0,0,0.0,0,0,-3192.895927,221.85,13.8,95.9,3.551912568,95.9,0,2127.75,184.8910935,872.6354749,-169.8833333,1,0,0,0.0,3.551912568,0,3.0,0.0,0.0,0,931.5466667,1,0.06220419202163625,-3.658911445659359,0.0,0,0,0,0,0,0,1,0,0,0
697,0,50,0.0,0,0,0.0,2,10,-4916.190233,473.51,-82.48,0.94,4.892473118,0.94,0,4432.913333,188.1114958,2216.818861,-1350.543333,2,0,0,0.0,4.349462366,0,7.0,0.0,0.0,14,5309.263333,0,-0.17418850710650252,-2.217677916535915,0.3189597730050053,1,0,0,0,0,0,1,0,0,0
698,0,50,0.0,0,0,0.0,0,0,-2833.237792,35.73,0.0,76.73,3.723076923,76.73,0,650.0,67.54353452,2281.98,-337.75,3,0,3,0.0,3.307692308,0,3.0,0.0,0.0,14,1912.223333,1,0.0,-1.241569948904022,0.0,0,0,0,0,0,0,1,0,0,0
699,0,50,-57.74,0,0,0.0,0,0,-4879.554476,412.32,-147.6,299.75,9.8,299.75,0,1861.737222,471.6286504,3940.791853,-652.5433333,2,0,2,0.0,6.691139241,29,3.0,1.0,0.0,7,0.0,1,-0.3579743888242142,-1.2382167488205067,0.0,0,0,0,0,0,0,1,0,0,0
700,0,50,28.55,0,0,0.0,2,15,-4013.092045,116.51,-180.68,59.7,2.396603397,59.7,0,1004.336667,1003.121886,3137.142321,-604.3,2,0,0,0.0,2.396603397,0,3.0,0.0,0.0,17,0.0,1,-1.5507681744056303,-1.2792189943492207,0.05981326979042704,0,0,0,0,0,0,1,0,0,0
701,0,50,579.86,0,0,0.0,5,7,-3205.590298,-53.56,-603.72,579.86,3.163120567,579.86,0,2211.639444,143.1178645,2920.437914,-1102.236667,1,0,1,0.0,2.808510638,36,5.0,0.0,1.0,6,4065.49,0,11.271844660194175,-1.097640282860675,1.0480871869074038,0,0,0,0,0,0,1,0,0,0
702,0,50,-0.81,0,0,0.0,0,1,-1747.849759,340.76,-51.67,-0.81,1.837288136,-0.81,0,1094.571111,591.6182254,1377.219743,-737.4433333,1,0,0,0.0,1.837288136,11,5.0,0.0,1.0,7,2949.633333,0,-0.15163164690691397,-1.2691146550024441,0.0,0,0,0,0,0,0,1,0,0,0
703,0,50,2.94,0,0,0.0,2,12,-2875.716218,33.94,-71.25,2.94,0.978448276,2.94,0,1738.666667,233.9905182,1643.882963,-853.03,1,0,0,0.0,0.978448276,17,5.0,0.0,1.0,0,1738.666667,1,-2.0992928697701827,-1.7493436471608472,0.2564206467063587,0,0,0,0,0,0,1,0,0,0
704,0,50,-13.42,0,0,0.0,4,7,-3271.145165,244.28,-190.54,-13.42,3.828080229,-13.42,0,1525.824444,351.2071268,3256.75782,-1709.266667,1,0,0,0.0,3.828080229,2,5.0,0.0,1.0,12,4823.776667,0,-0.7800065498608154,-1.0044176895535941,0.34167871561540303,0,0,0,0,0,0,1,0,0,0
705,0,50,106.78,0,0,0.0,10,10,-3297.20791,-76.16,-536.75,148.06,2.050847458,148.06,0,2276.03,62.39651526,3199.235311,-212.2533333,1,0,0,0.0,2.050847458,32,5.0,0.0,1.0,0,1852.876667,1,7.047662815126051,-1.030623755202732,4.807960809188304,0,0,0,0,0,0,1,0,0,0
706,0,50,0.68,0,0,0.0,2,93,-2126.159641,395.05,-101.23,1.78,3.135667396,1.78,0,1697.464167,918.725373,2187.94941,-1146.226667,2,0,1,0.0,2.401531729,4,7.0,0.0,0.0,0,1541.19,1,-0.2562460448044551,-0.9717590504069288,0.06530787301985182,0,0,0,0,0,0,1,0,0,0
707,0,50,-58.86,0,0,0.0,6,7,-1794.483159,97.83,-1507.45,-98.86,2.464285714,-98.86,0,1637.971111,170.6250244,1690.976104,-691.01,2,0,1,0.0,2.313253012,11,5.0,0.0,0.0,7,2194.406667,1,-15.40887253398753,-1.0612114238368917,1.0549449040840695,0,0,0,0,0,0,1,0,0,0
708,0,50,73.02,0,1,122.0,0,0,-4962.43114,1172.97,127.85,127.85,4.98714653,127.85,0,2660.832778,731.9594446,4173.345291,-1266.906667,2,1,1,6298.67,4.30848329,0,4.0,0.0,1.0,30,4061.41,1,0.10899682003802313,-1.1890775370783957,0.0,0,0,0,0,0,0,1,0,0,0
709,0,50,0.36,0,0,0.0,0,0,-4786.320197,370.07,-268.26,0.36,3.819532909,0.36,0,2951.72,943.9077001,4339.088743,-1108.756667,1,0,1,0.0,3.765392781,11,3.0,1.0,0.0,0,1460.54,0,-0.7248898856973005,-1.1030703635000534,0.0,0,0,0,0,0,0,1,0,0,0
710,0,50,-29.0,0,1,1808.42,0,0,-6368.530022,429.07,-111.78,0.0,1.975378788,0.0,0,3521.85,531.3835841,5659.636119,-710.5166667,2,1,1,917.97,1.185958254,23,3.0,0.0,0.0,6,4534.36,0,-0.26051693196914255,-1.1252543252065565,0.0,0,0,0,0,0,0,1,0,0,0
711,0,50,0.0,0,0,0.0,0,0,-4987.067229,1233.48,-106.82,2.29,3.461966605,2.29,0,3310.702778,540.2725736,5092.313553,-1101.64,1,0,0,0.0,3.461966605,1,4.0,0.0,1.0,28,5813.93,0,-0.08660051237150176,-0.9793323166563463,0.0,1,0,0,0,0,0,1,0,0,0
712,0,50,0.0,0,0,0.0,0,0,-3122.857381,401.43,-129.06,18.36,3.229050279,18.36,0,2566.236111,538.0513951,2984.816908,-1585.86,1,0,1,0.0,3.132216015,10,5.0,0.0,0.0,16,0.0,0,-0.32150063522905614,-1.0462475512752623,0.0,1,0,0,0,0,0,1,0,0,0
713,0,50,46.37,0,0,0.0,0,0,-5083.739243,2244.63,6.21,579.73,2.082191781,579.73,0,2461.961667,101.635699,966.5416958,-1406.19,1,0,1,0.0,2.65,0,3.0,1.0,0.0,12,2905.536667,0,0.0027666029590622952,-5.259720573970918,0.0,0,0,0,0,0,0,1,0,0,0
714,0,50,3.64,0,0,0.0,0,0,-2588.565962,121.34,-5.0,3.64,3.405063291,3.64,0,1840.54,65.62913959,2161.34984,-456.4466667,1,0,1,0.0,4.092307692,0,7.0,0.0,0.0,12,0.0,1,-0.04120652711389484,-1.1976617177346913,0.0,0,0,0,0,0,0,1,0,0,0
715,0,50,0.0,0,1,230.0,0,0,-7073.761836,652.7,-84.46,-7.04,4.220207254,-7.04,0,2667.86,1154.753184,6114.23838,-1245.893333,1,1,1,1434.76,3.607792208,11,3.0,0.0,0.0,0,1360.393333,0,-0.12940094990041365,-1.156932621262961,0.0,0,0,0,0,0,0,1,0,0,0
716,0,50,593.82,0,0,0.0,4,4,-4640.392014,382.24,-151.93,501.37,4.797619048,501.37,0,1616.521111,171.3620559,4764.560813,-749.44,1,0,0,0.0,4.797619048,0,3.0,0.0,0.0,0,373.0433333,0,-0.39747279196316454,-0.9739390882237858,0.7002717105006442,0,0,0,0,0,0,1,0,0,0
717,0,50,0.0,0,0,0.0,0,0,-1849.004198,114.78,-53.06,-53.06,3.089219331,-53.06,0,1907.331111,271.178565,1776.272956,-110.3133333,1,0,1,0.0,2.249070632,10,3.0,1.0,0.0,4,1273.023333,1,-0.4622756577801011,-1.0409459828537748,0.0,1,0,0,0,0,0,1,0,0,0
718,0,50,18.27,22,5,100.0,30,132,-9728.727981,358.06,-281.9,81.93,9.627095909,81.93,0,3096.137778,1480.415077,7916.290095,-1121.876667,4,5,0,1979.96,2.602158273,12,6.0,0.0,0.0,0,1874.73,0,-0.7872982181757247,-1.2289504129143463,0.6079376074876329,0,0,0,0,0,0,1,0,0,0
719,0,50,0.0,0,0,0.0,0,22,-2620.913762,355.01,-48.33,201.65,2.012683917,8.75,0,1962.48,1975.052849,2427.599323,-810.6366667,1,0,0,0.0,2.012683917,1,7.0,0.0,0.0,14,0.0,0,-0.13613701022506408,-1.0796319380914576,0.0,1,0,0,0,0,0,1,0,0,0
720,0,50,444.9,0,0,0.0,0,0,-2108.573488,264.54,9.07,319.9,2.650283554,319.9,0,1842.0675,530.4763244,2136.992355,-939.0033333,1,0,0,0.0,2.650283554,0,7.0,0.0,0.0,30,3062.45,0,0.03428593029409541,-0.9867014652937306,0.0,0,0,0,0,0,0,1,0,0,0
721,0,50,0.0,0,0,0.0,0,0,-4290.563735,248.5,-99.47,0.08,4.296296296,0.08,0,3094.834167,111.6378821,4357.86061,-881.21,1,0,0,0.0,4.296296296,5,11.0,0.0,0.0,17,3726.903333,0,-0.4002816901408451,-0.9845573594424811,0.0,1,0,0,0,0,0,1,0,0,0
722,0,50,1.53,0,0,0.0,0,0,-2296.532757,310.62,-5.86,1.53,2.042553191,1.53,0,3707.296667,285.9841041,2246.884618,-944.1533333,1,0,0,0.0,2.042553191,0,3.0,0.0,0.0,21,4574.04,1,-0.018865494816817978,-1.0220964345931536,0.0,0,0,0,0,0,0,1,0,0,0
723,0,50,-8.05,3,1,0.0,0,0,-3989.093738,239.5,-6.99,-6.99,4.574040219,-6.99,3,2474.730556,548.3702595,3347.660042,-1003.416667,1,1,1,2781.1,4.217550274,1,4.0,0.0,1.0,15,4534.91,0,-0.02918580375782881,-1.1916065812993326,0.0,0,0,0,0,0,0,1,0,0,0
724,0,50,70.18,0,0,0.0,0,0,-1023.057803,255.17,70.01,70.18,1.535031847,70.18,0,1415.555556,159.0410923,1110.775839,-491.12,1,0,0,0.0,1.535031847,0,3.0,1.0,0.0,19,1707.416667,1,0.2743661088685974,-0.9210299387867763,0.0,0,0,0,0,0,0,1,0,0,0
725,0,50,-98.6,0,0,0.0,0,0,-6901.682887,704.26,-98.6,-98.6,6.502739726,-98.6,0,3924.353333,730.7880923,6808.905174,-546.89,1,0,1,0.0,5.036986301,4,5.0,0.0,0.0,10,5569.936667,0,-0.14000511174850197,-1.013625937008827,0.0,0,0,0,0,0,0,1,0,0,0
726,0,50,104.34,0,0,0.0,0,3,-2439.457725,416.96,-16.08,25.36,2.16872428,25.36,0,1594.720833,730.7990937,1851.619377,-1931.626667,1,0,0,0.0,2.16872428,1,7.0,0.0,0.0,17,3884.19,0,-0.038564850345356866,-1.317472562288918,0.0,0,0,0,0,0,0,1,0,0,0
727,0,50,-25.45,0,0,0.0,3,21,-5867.794074,513.75,-416.07,79.61,4.864795918,79.61,0,3350.01,460.8755045,5871.497303,-1795.413333,1,0,0,0.0,4.864795918,4,11.0,0.0,0.0,0,2845.406667,1,-0.8098686131386861,-0.9993692871155527,0.19528050226414237,0,0,0,0,0,0,1,0,0,0
728,0,50,31.18,0,0,0.0,2,22,-2978.107662,-29.85,-193.52,977.69,2.943277311,977.69,0,2572.393333,478.5156338,2871.480347,-592.0633333,2,0,2,0.0,2.924369748,29,5.0,0.0,1.0,0,1889.586667,1,6.483082077051926,-1.0371332212360078,0.12538775279613446,0,0,0,0,0,0,1,0,0,0
729,0,50,4.89,0,0,0.0,0,0,-2690.587305,237.78,-16.94,4.89,2.45138396,4.89,0,1764.63,1377.622068,2521.034722,-768.3166667,1,0,1,0.0,2.346656977,2,7.0,0.0,0.0,0,1234.78,1,-0.07124232483808562,-1.06725515579789,0.0,0,0,0,0,0,0,1,0,0,0
730,0,50,38.93,0,0,0.0,7,16,-2337.176223,108.35,-214.96,450.52,5.114503817,450.52,0,1836.0,825.9173788,1950.784024,-913.33,1,0,1,0.0,5.076335878,0,5.0,1.0,0.0,0,1006.333333,0,-1.9839409321642827,-1.1980702088218453,0.25426272093355784,0,0,0,0,0,0,1,0,0,0
731,0,50,1.89,0,0,0.0,0,0,-3219.838977,61.32,-34.91,0.0,3.57721519,0.0,0,1552.741667,316.6685845,3087.592482,-125.0966667,2,0,0,0.0,3.450793651,1,3.0,0.0,0.0,10,0.0,1,-0.5693085453359426,-1.0428315899105756,0.0,0,0,0,0,0,0,1,0,0,0
732,0,50,0.0,0,0,0.0,0,0,-5202.237687,334.88,-148.37,-27.47,2.730337079,-27.47,0,3950.375,90.07142756,4713.554424,-2850.98,1,0,1,0.0,2.730337079,26,5.0,0.0,0.0,7,0.0,0,-0.44305422838031533,-1.1036761685643792,0.0,1,0,0,0,0,0,1,0,0,0
733,0,50,14.55,0,0,0.0,0,0,-5781.64763,608.54,-75.84,390.86,5.075949367,390.86,0,2151.189444,576.9192253,4849.27549,-1590.05,2,0,3,0.0,5.037974684,0,3.0,0.0,0.0,0,0.0,1,-0.12462615440234004,-1.1922704003768614,0.0,0,0,0,0,0,0,0,0,1,0
734,0,50,33.89,0,0,0.0,0,2,-5086.94115,2436.05,-92.07,33.89,4.081330869,33.89,0,1300.0,542.6481649,4051.036953,-2208.836667,2,0,0,0.0,4.057301294,4,11.0,1.0,0.0,23,7393.406667,1,-0.03779479074731635,-1.255713341798292,0.0,0,0,0,0,0,0,1,0,0,0
735,0,50,988.94,0,0,0.0,0,0,-8068.758079,994.42,11.59,1173.94,7.384765625,1173.94,0,2074.8,506.6296109,7520.300923,-3754.443333,1,0,2,0.0,7.275793651,2,5.0,0.0,1.0,22,6595.276667,1,0.011655035095834758,-1.0729302140453723,0.0,0,0,0,0,0,0,1,0,0,0
736,0,50,4.52,0,0,0.0,0,0,-3975.005032,491.57,56.51,60.22,1.989051095,60.22,0,2897.01,549.7896799,3879.741156,-830.1,1,0,1,0.0,1.806215722,0,5.0,0.0,1.0,0,2738.306667,0,0.11495819517057591,-1.0245541834286225,0.0,0,0,0,0,0,0,1,0,0,0
737,0,50,4.02,0,0,0.0,0,1,-461.6663453,42.78,-0.75,4.02,1.353479853,4.02,0,779.155,547.719494,466.424375,-173.1666667,1,0,0,0.0,1.353479853,4,5.0,0.0,1.0,3,975.19,0,-0.01753155680224404,-0.9897989257100896,0.0,0,0,0,0,0,0,1,0,0,0
738,0,50,176.18,0,0,0.0,0,0,-6055.733368,1177.87,59.23,176.18,5.233933162,176.18,0,3293.573333,543.9593974,5288.184372,-3104.966667,1,0,0,0.0,5.233933162,0,11.0,0.0,0.0,27,6055.1,1,0.05028568517748139,-1.1451441443804486,0.0,0,0,0,0,0,0,1,0,0,0
739,0,50,0.97,0,0,0.0,0,0,-1287.667349,343.0,0.0,76.91,1.73657289,76.91,0,2999.609167,805.8374167,895.3500118,-1732.45,1,0,1,0.0,1.286445013,0,7.0,0.0,0.0,21,3392.69,0,0.0,-1.4381720355498633,0.0,0,0,0,0,0,0,1,0,0,0
740,0,50,76.9,0,0,0.0,2,3,-9158.207248,586.32,-54.83,76.9,6.135185185,76.9,0,3176.333333,542.1671256,9164.4377,-1227.296667,1,0,1,0.0,5.438888889,9,5.0,0.0,1.0,15,13108.96,0,-0.09351548642379587,-0.9993201490147071,0.11066698286732125,0,0,0,0,0,0,1,0,0,0
741,0,50,1.85,0,0,0.0,0,0,-3211.382032,474.95,-56.86,1.85,3.461883408,1.85,0,3752.53,223.623158,3272.855157,-892.5266667,1,0,1,0.0,2.66367713,10,4.0,0.0,1.0,0,2487.58,1,-0.1197178650384251,-0.9812172790877955,0.0,0,0,0,0,0,0,1,0,0,0
